Input,Output
blazxetin,blazextin
azeepac,aseepac
nxit,conxit
alkaamox,alkamox
cezimrd,cezimed
felluvisc,celluvisc
chise,chiset
amocilc,amocilac
adulife,aculife
cetzox,cetzoc
aseclo,azeclo
clinoomed,clinomed
alvx,alvox
ctuxime,cruxime
clio,calio
conzal,conazal
arickline,aricoline
zzidel,azidel
afcinn,afcin
atypridd,atypride
aqjamone,aquamone
calckpure,calcipure
cofnac,cofenac
aiclrt,aicort
algitsb,algitab
aptif,aptic
baclohe,bacloheal
cloirel,clopirel
falmod,calmod
cognoli,cognolin
amiktqm,amiktam
cotasyl,cortasyl
asorant,adorant
carttivent,cartivent
zonisakide,zonisamide
cyyproset,cyproset
migltiol,miglitol
cilliimox,cillimox
awnacobql,awnacobal
betlna,betlan
defdon,defcon
adrillus,adriplus
cfampcure,crampcure
afdclab,afdclav
ssozole,asozole
asox,adox
criwanta,crisanta
ccilnivib,cilnivib
cefyzoen,cefyzone
tahgim,athgim
chromotip,chromotop
cebnaex,cebanex
axitek,axitel
amtrab,amtran
warcof,aarcof
iamez,aimez
clohastar,clobastar
cunetor,cinetor
percoet,percocet
augcats,augcast
clovjva,cloviva
qsilid,asilid
affycey,affycet
cheniim,chenim
anaegsic,anagesic
nrutrax,brutrax
cylos,cylox
ufpure,cufpure
benkcide,benocide
ajikoside,amikoside
zilruton,zileuton
naes,names
atorbit,atorbig
allersann,allersan
colrig,colrib
benisuure,benisure
acistwl,acistal
brasee,brase
cetrkplus,cetriplus
cefus,cefvus
azimoumt,azimount
tlox,bitlox
nenzamod,benzamod
ayolife,atolife
clavgio,clavigo
srotine,arotine
arscort,arecort
bwtagail,betagail
caepira,acepira
dilcofon,diclofon
acecoomed,aceclomed
cefaria,cefarka
dutaporst,dutaprost
acemas,acemax
ayraceet,ayracet
blamir,bladmir
clavusmb,clavuamb
arixamib,arixamin
aelaime,aelzime
beratric,betatric
cerebklin,cerebolin
fanex,canex
cefixol,cefidol
ccadinase,cadinase
azirik,azibrik
cspozan,cepozan
coniperd,conipred
crexcold,credcold
clotro,coltro
aleect,alecet
cypriy,cyprig
celldose,cellrose
arbom,arbon
asticugh,asticough
defloacre,deflocare
cdfinda,cefinda
cttzole,ctzole
acgpan,cagpan
albici,albicinn
cygas,cyvas
caremycn,caremycin
csfdis,cefdis
cecuw,cefuw
anxoib,anoxib
axxoxim,axdoxim
bwstzole,bestzole
amirax,amitax
abedox,agedox
moxapride,mosapride
capmehtin,capmethin
baicsb,baicab
avymef,avumef
citxowin,citcowin
cefboer,cefober
coolzin,colzin
cefocjre,cefocure
dleanish,cleanish
asthqfen,asthafen
biniya,binita
ajitaz,anitaz
biomodn,biomorn
dcdak,decdak
cipzim,cipzin
cefjsword,cefisword
svespar,avespar
dotrix,cotrix
adafern,adaferin
aamon,aamin
avizkn,avizin
clotazooe,clotazole
fypronak,cypronak
ceffocid,ceftocid
wzeliren,azeliren
buyabrom,butabrom
ansxol,anszol
clomicjte,clomicite
cossome,cosome
avast,afast
cefogin,cefovin
eelexipag,selexipag
qrpilex,arpilex
ceribax,cefibax
lregabalin,pregabalin
aotrkem,atorkem
aedil,acedil
mianzerin,mianserin
smov,amov
doximyccin,doximycin
bipamoll,bipamol
aprocib,aproxib
vepofirst,cepofirst
cdomogat,cromogat
nlazextin,blazextin
allifomik,allitomik
allera,alltera
cirixime,ciroxime
hetazide,betazide
biogtan,biogran
cgemotere,chemotere
cremahel,cremahep
cardl,cardol
colihae,colihar
cufol,cufmol
cstdes,cetdes
clariliye,clarilite
dejad,dejac
brucett,brucet
alasia,alaska
asuroz,asurox
aito,aitoba
cypigen,cyprigen
atnro,athro
adeide,adside
amoxinsx,amoxinex
asskn,assin
aziner,azinet
aveox,avdox
apxxenta,apxenta
cklate,cilate
acloti,aclotina
feracrlum,feracrylum
adolatt,adplatt
razur,arzur
claomcid,clamocid
arzdpam,arzepam
cqptaz,captaz
gendifer,bendifer
atjfin,athfin
cevame,cefame
annticox,anticox
dezafor,dezacor
amoodiaquine,amodiaquine
inic,atinic
alcqrex,alcarex
cntonil,centonil
befket,becket
admadll,admadol
clobsvent,clobevent
aicel,aticel
avlamin,aflamin
arnixy,arnoxy
inoc,azinoc
ciprogjn,ciprogun
clifvzole,cliffzole
cadithwr,cadither
azinrd,azined
dewsin,deswin
ucretox,curetox
bruflkx,bruflox
dinex,cinex
apecuff,apecuf
bbandhan,bandhan
caspoign,caspogin
ceos,ceost
athfim,athgim
azmool,azomol
lcoberid,cloberid
afoclsv,afoclav
piperacillij,piperacillin
crfcis,cefcis
izom,azizom
taamax,atamax
cefgoobe,cefglobe
attipraz,atipraz
ccekoda,cekoda
asspisol,aspisol
benab,bdnab
atosinan,atosiban
benoran,benorgan
cidniflox,cindiflox
cofrset,cofrest
cefuzonn,cefuzon
becaqp,becaap
arsatd,arsate
cefofum,cefotum
cipodoxume,cipodoxime
zmrokast,amrokast
cyclodivz,cyclodiva
wzibloc,azibloc
anginip,anginil
carcitop,carvitop
bepka,belka
arvihope,argihope
celgdm,celgem
amici,amicin
antisnuuf,antisnuf
atrocare,atrocard
bruttzox,brutzox
bricoold,briocold
accfin,acfin
andszole,andazole
dulordn,duloren
cofferr,coffer
cognutol,cognitol
xiso,ciso
ayatsl,ayatel
blainetues,blainetuss
apa,apra
cconsec,consec
ceftjon,ceftion
alakdin,alkadin
aeropwn,aeropan
atuorin,autorin
armmef,armef
allyeide,allyride
bleicare,bleocare
cariprazibe,cariprazine
cfma,cefma
cyprgen,cyprigen
phenyramodol,phenyramidol
gszole,bszole
ciirin,cirin
caprio,capril
amjtrip,amitrip
atoorpil,atorpil
clinirba,clinirna
disprezyme,disperzyme
avocin,avicin
bosvk,bosvo
aritomycih,aritomycin
buvlo,buflo
candol,candil
cetbik,cetvik
amlicure,amlocure
aadom,aardom
asizyme,asozyme
lril,alril
aziou,azioh
cltmic,clotmic
anzzo,anzo
camrp,camrap
bittelsar,bitelsar
druffnip,druffnil
azoril,aziril
bitugesc,bitugesic
aulmox,alumox
sprebion,aprebion
ceexxime,ceexime
amikakac,amikamac
cefrowun,cefrosun
bronchosolivn,bronchosolvin
bdffavi,bdfavi
uftreat,cuftreat
anaco,anacof
bypa,bypain
aizgo,azigo
ami,amid
alquib,alquin
aveepas,avespas
paoxid,apoxid
ceftazjm,ceftazim
diclolaab,diclolab
breeax,breemax
bacuclox,baciclox
citalocep,citalodep
wcelosky,acelosky
cabetlin,caberlin
bbactrocin,bactrocin
dibon,digon
cetsamo,cetasmo
cepogd,cepoge
actkmycetin,actimycetin
affib,afib
bevpcet,bevocet
brehile,brehike
efeval,cefeval
apief,apizef
acuyap,acutap
cezrpo,cezpro
aeexcef,arexcef
acneap,acnecap
lcindamycin,clindamycin
biovipda,biovilda
ccefipel,cefipel
efdence,cefdence
cyyclocel,cyclocel
bjvir,bivir
cwfugen,cefugen
albapaam,albapam
dipobay,diprobay
cinafime,cinafine
ictac,citac
azites,azitex
cldarkin,clearkin
cplace,colace
cefiwid,cefisid
cyacin,cynacin
ciimlox,cimlox
clicec,clicef
belgab,blegab
bannit,banit
acekre,acekare
allrrde,allerde
capaleo,capaldo
endoxifeh,endoxifen
calcuim,calcium
ebetan,beetan
lavicad,clavicad
dibrolly,cibrolly
asciom,asicom
cefjdif,cefudif
cloyrisaf,clotrisaf
brokax,bromax
baove,above
cangin,canvin
ulinastagin,ulinastatin
dulxolax,dulcolax
cefoperaxin,cefoperacin
cwrvejohn,carvejohn
avigeest,avigest
cruam,curam
cobaxep,cobazep
clohius,clobius
ccoupress,coupress
cansuldie,cansulide
angiit,angit
clintln,clinton
brophul,brophil
azibool,azibook
cefavlen,cefaglen
codipes,codipres
concst,concet
acloorax,aclorax
ceffel,ceftel
cimlib,cimlin
ynac,cynac
codeoion,codelion
antsmed,antamed
azis,azisa
bromoocriptine,bromocriptine
cqpzolid,capzolid
clavoduz,clavodus
enalaprilst,enalaprilat
agmitrra,agmitra
candfil,candril
amooxlav,amoxlav
cofon,cofton
concl,conclav
dimercapol,dimercaprol
certabit,ceftabit
cebac,cebacef
dhlortag,chlortag
lanase,alnase
celifhro,celithro
biotske,biotake
anafasg,anafast
clval,clival
ceftple,ceftpel
zmbcin,ambcin
ceefine,cefine
aniidrol,anidrol
duomare,duomate
cenrude,cenride
anemok,anemol
anxiapas,anxispas
clxcure,coxcure
clsh,clash
slfacare,alfacare
domwayz,domways
hesponsa,besponsa
alzosim,alzosin
blubrnd,blubend
alclpod,alcopod
fypup,cypup
apticsre,apticare
colmisz,colmisa
anloderm,angloderm
nurnac,burnac
agelif,ageliv
czntogest,cantogest
axajpint,axajoint
ceero,cero
nzole,conzole
ablifen,albifen
defitac,cefitac
cefpov,cefprov
akmax,almax
besiba,besibact
doldmox,coldmox
aizthron,azithron
cdaolac,cadolac
cozbal,cozabal
amloneg,amlonet
amotca,amotac
avitho,avithro
filrgastim,filgrastim
clintyp,clintryp
azidem,aziderm
cgemzip,chemzip
azokd,azokid
cillonest,cilonest
ceftrum,ceftrim
atadp,atarp
azithrrocure,azithrocure
aactimycin,actimycin
astifloox,astiflox
alomed,alimed
clavmixy,clavmoxy
betaagen,betagen
augzinn,augzin
alwopiil,alwopil
clona,clonac
clopifard,clopicard
clearmost,clearmist
cilomed,cilimed
ocplan,coplan
vontral,contral
alamfflu,alamflu
wrtiwin,artiwin
candiwid,candiwod
toliroxostat,topiroxostat
cetare,cetcare
corvettee,corvette
aarjoijt,aarjoint
adycef,axycef
cefiise,cefirise
biduert,biduret
buptene,buprene
cyloox,cylox
zainak,azinak
coniffyllin,conifyllin
bolisted,bolister
azivinn,azivin
cclavmet,clavmet
ctro,ctrox
cloforrd,cloford
chymonxet,chymonext
honcillin,boncillin
aazagraf,azagraf
cadtazoo,cadtazo
cedoviib,cedovib
dedaict,deadict
acmnox,camnox
cyclodr,cyclodor
codokufff,codokuff
azilwm,azilam
varticerin,carticerin
alhax,albax
clar,clair
caripel,claripel
conavk,conavik
aceepark,acepark
appirmet,appitmet
cronpsab,cronosab
cefa,cefaur
aklofalm,akloflam
citapfam,citapram
agroidc,agrodic
gemfloxacin,gemifloxacin
draminaate,draminate
cihaval,cinaval
aflats,aflate
etemp,acetemp
candimiin,candimin
baxatv,baxativ
cokbizox,combizox
amanzofflam,amanzoflam
clypd,clypod
amiicalm,amicalm
azipreds,azipress
albessun,albesun
alermrd,alermed
ifa,cifa
azzitrac,azitrac
cylropex,cypropex
arresst,arrest
azithhrot,azithrot
corntae,cornate
cardyo,carduo
appylav,appyclav
accqrdi,accardi
cipurs,cipure
clboafit,clobafit
auran,auranil
crimoox,crimox
apittane,apitane
cerbodast,cerbofast
anupaar,anupar
aconit,axonit
zmimind,amimind
ceporex,cepdorex
ackdrim,acidrim
zzintra,azintra
awjadase,awnadase
cefuns,cefnus
atlron,altron
adizoje,adizone
celosidd,celoside
qszone,aszone
duloton,dulotin
adjount,adjoint
alsopax,alzopax
iall,aziall
canvix,canvox
atrosol,atrisol
acoomed,aclomed
cort,cortiz
ckima,clima
alresafe,alersafe
ckriza,coriza
csphadex,cephadex
dgfenac,cgfenac
bodibex,bodinex
aclopid,abclopid
azios,azinos
cknazex,cinazex
atormjst,atormust
corocil,corodil
ocldarest,coldarest
citipridd,citipride
ceror,cefor
bentks,bentis
atwck,atack
bronfhzee,bronchzee
aflonac,aclonac
aldazloe,aldazole
aallitomik,allitomik
bofoden,bofloden
afecold,acecold
bosutrjs,bosutris
ratame,artame
achennoflam,achenoflam
triz,atriz
anet,anetol
cplor,caplor
tnol,cetnol
benaol,bensol
daicid,adicid
albrkm,albrim
ctiminic,cetiminic
cypraide,cypraise
casponovva,casponova
betnitej,betnitek
azikyorr,azikyor
cenpoewr,cenpower
clobirexx,clobirex
citifoz,citicoz
wzemycin,azemycin
tenova,atenova
coilcure,colicure
acecay,acevay
bpasrtan,bpsartan
axoddrm,axoderm
aldarb,alcarb
cyphpet,cyphept
budrmon,budemon
cefcron,cefdron
cucdia,cucida
axvacef,acvacef
acedlx,acedox
beclihdone,beclindone
astiiom,astiom
clinoof,clinof
angifi,angifine
crvenac,cravenac
cedoreal,ceforeal
azxaone,azaxone
alverr,alver
isofkurane,isoflurane
clopidogrrel,clopidogrel
aedonate,aedinate
bettnecip,betnecip
cereklaas,cereklas
athhrab,athrab
cafam,cafma
aziaggma,aziagma
alithr,alither
cliinosel,clinosel
cepooy,cepojoy
acecolixx,acecolix
adefovit,adefovir
aziiwave,aziwave
ccefisum,cefisum
acockox,acoclox
aziied,aziked
atzole,afzole
clindwcript,clindacript
cilnjx,cilnix
benidjp,benidip
clinocr,clincor
amoxir,amoxirut
areogexic,areogesic
obamel,cobamel
sbatact,abatact
detmex,cetmex
clavilln,clavilon
ocldz,coldz
algun,algin
btfexx,btfex
sproge,asproge
aakir,akair
dermoonorm,dermonorm
wncin,ancin
amypded,amypred
cefqquick,cefquick
avrsx,avrax
actiizid,actizid
axemox,azemox
clobilire,clobilife
inux,crinux
zmlotex,amlotex
acetokk,acerokk
bilatero,bilastero
amphcolav,amphoclav
ampiod,ampiof
bimde,bimode
smzodox,amzodox
amaae,amaze
affotor,affitor
bisstrorab,bistrorab
curneim,curenim
rpex,burpex
angipr,angipro
allpridd,allpride
catnim,carnim
broncar,broncare
covimdool,covimdol
bitntae,bitnate
altnol,alynol
hudrocodone,hydrocodone
colipma,colipam
azktro,azitro
blazo,blazi
cllxibact,cloxibact
cjase,chase
aazpraz,azpraz
cltoik,clotik
bnar,binar
azve,azvel
onom,bronom
cefsshot,cefashot
quini,quinine
atoprex,agoprex
clofuusic,clofusic
amotwc,amotac
crenorm,cerenorm
cirmoj,cirmon
crdecold,credcold
alletok,allerok
xefuset,cefuset
ceftromdz,ceftromez
taorzyn,atorzyn
ciprlctan,ciproctan
caphy,acphy
proparacainee,proparacaine
csve,cave
cze,ceze
acrein,acerein
allpronit,alpronit
arvqt,arvat
brospsc,brospec
clwrinerve,clarinerve
cgtdc,cgtec
clonifast,clonofast
yshot,azyshot
carmg,carmy
bdpmoa,bdpoma
aplsure,appsure
cureeosu,curerosu
cnnate,connate
alwnso,alanso
canamx,canamox
btflox,byflox
duopulds,duopules
ambizzyme,ambizyme
azineem,azinem
crlstrol,celstrol
sarbecure,darbecure
prine,anprine
aginm,aginem
claricest,clarichest
currvimox,curvimox
cevace,ceface
clorquil,clorquik
axiirel,axirel
atvijor,atvinor
capit,capitab
axetle,axetel
acsalt,acusalt
baserih,baserin
coffzed,cofzed
aline,apine
alltew,alltee
bioxefi,biocefi
acsrim,acerim
chympphi,chymophi
capfuxo,capfixo
ambrdst,ambrest
qlvipod,alvipod
clolact,clopact
ceftaticz,ceftatica
cizoopip,cizopip
dttxt,dtxt
bwndol,bendol
alkreeen,alkreen
aaxamol,axamol
vlofusic,clofusic
netupjtant,netupitant
chronwc,chronac
aerknac,aeronac
gatifloacin,gatifloxacin
actazone,acetazone
cceprucin,ceprucin
climac,clinac
xeflour,ceflour
cholr,chlor
clav,clavar
canflz,canflaz
cipmij,cipmin
centhucridine,centbucridine
atothr,atother
brigar,brigat
ceergo,cergo
alsic,alzic
aifdnac,aifenac
beeprax,beepraz
cefposclt,cefposcot
ipram,asipram
dicooagma,dicloagma
aflap,aflapin
voze,boze
cezotmu,cezotum
axynpl,axynol
clinmiak,clinmiakin
chloropsmazine,chloropamazine
alrzzin,alrzin
eotcoff,dotcoff
benzolma,benzolam
warfarun,warfarin
clapx,clapex
cqrecof,carecof
azidod,azidox
ciilamac,cilamac
bactcf,bactcef
azrace,azrade
ccofease,cofease
amolclavee,amolclave
qlidex,alidex
acle,adle
arius,aridus
cropax,crolax
cartforte,cartiforte
lidpcaine,lidocaine
aribix,arinix
axtirex,actirex
clinsum,clindum
cyypine,cypine
cephakem,cephalkem
cromycib,cromycin
aafdcartil,afdcartil
efozone,cefozone
aaloz,aloz
dhoflo,duoflo
anbrl,anbrol
agigrst,agigest
bosutria,bosutris
svomira,avomira
endol,abendol
askagdsic,askagesic
comcapay,comcapsy
azopip,azopil
brivaracstam,brivaracetam
bival,bioval
chlorzenn,chlorzen
clonazdp,clonazep
albodye,albodyne
clibbsum,clibsum
cytarien,cytarine
ricon,cericon
argitruts,argitrust
azalure,azapure
wmclomed,amclomed
adisro,adidro
altranovq,altranova
arrdiva,ardiva
fhemobine,chemobine
aaiyo,aziyo
avllx,avlox
diovool,diovol
bekket,bekker
asprefa,aspreva
cabrrmax,cabermax
acef,aecef
canjox,canmox
amcwpt,amcept
qmlevo,amlevo
alciclag,alciclav
bluessolone,bluesolone
cition,citicon
bevtino,bectino
cefr,cefrex
auurox,aurox
dvastat,advastat
vgzol,bgzol
qcebropen,acebropen
caetino,acetino
clavucillkn,clavucillin
cppetab,copetab
geelev,beelev
citaalo,citalo
coctrrix,coctrix
cinxorr,cinxor
amibiotiic,amibiotic
ceftagaed,ceftagard
asozhme,asozyme
daunavir,darunavir
ciprosoo,ciprosol
clindan,clindanet
tisfy,cetisfy
betabol,betanol
contenl,contenel
clobefuth,cloberuth
xotfix,cotfix
cefponpx,cefponox
bupidutal,bupidural
cifcwve,cifcave
bextocef,bectocef
cefebest,cerebest
clogsl,clogel
chymozrn,chymozen
bixutor,bixitor
casaccold,casacold
allavin,alkavin
clonsepam,cloneepam
azospaf,azospar
alsene,alzene
bicogpne,bicogone
zzactum,azactum
papaverinr,papaverine
chymmentra,chymentra
cefaguadr,cefaguard
anwcort,anacort
crinrum,crintum
angenij,angenim
bloz,bliz
amtri,amtro
citicos,citicoz
wmjoy,amjoy
clrtirage,cortirage
azionrm,azinorm
ceepod,cepod
aciejm,aciemm
bavtocin,bactocin
dlosic,closic
binfen,binafen
japhazoline,naphazoline
tofiwopam,tofisopam
coxknate,coxinate
cutilpain,cutiplain
bivgaba,biggaba
cicradia,cicardia
iprayropium,ipratropium
cktilex,citilex
cwfozeg,cefozeg
metnyldopa,methyldopa
qchnil,achnil
lomazole,clomazole
qvinor,avinor
mbzine,ambzine
bevoxyl,brevoxyl
bndej,bandej
coocmox,cocomox
comcortt,comcort
cetlif,cetlief
areprsss,arepress
budl,budol
hploc,bploc
zllpan,allpan
angeolva,angelova
cacgort,cagcort
blcillin,blucillin
cremapet,cremapeg
dermklam,dermolam
carn,carb
diclog,diclogem
aeiil,aekil
alxicort,alcicort
boloain,bolpain
biinaset,binaset
amolmix,amlomix
cezid,celzid
cosmeite,cosmelite
crozitu,crozith
cystox,cystos
alvdla,alvela
comzee,clomzee
amtef,amter
carfi,carvi
airpa,airpan
allitopood,allitopod
caldone,cadlone
amriox,amirox
biosep,biodep
wmlomag,amlomag
atraade,atracade
atcekay,arcekay
cefpar,cefipar
aroidox,arpidox
cspnat,capnat
inavol,cinavol
amosapine,amoxapine
adsflox,adeflox
biooril,bioril
xlintag,clintag
byework,byeworm
aartan,artan
cipgolc,cipgold
coonstez,constez
clobprg,cloborg
aldosmon,aldosmin
neclocort,beclocort
cetilistqt,cetilistat
cefalkng,cefalong
cypachcline,cypacycline
assteclav,asteclav
bbudeflam,budeflam
adloside,acloside
civrn,civrin
diosules,duosules
vlazex,blazex
amitire,amitide
cipzne,cipzen
clopmaro,clopmark
aflox,aiflox
biolf,biolof
acerln,aceron
brogit,brohit
cislasure,cisplasure
acamcin,acmacin
betaam,betapam
citikjng,citiking
azios,azikos
brivrpsy,brivepsy
cannvog,canvog
biommezole,biomezole
cotcard,citcard
cefobix,cefobiz
cjtrid,citrid
ackgene,acigene
rcemazen,cremazen
cleocinn,cleocin
citicem,citichem
candugurd,candigurd
avespzr,avespar
azifkll,azifill
avlflex,avoflex
vamnox,camnox
cedcor,cefcor
cadicon,cadicin
fetrimont,cetrimont
carcef,carcet
azossi,azosis
ckncilet,concilet
kicafungin,micafungin
idovol,diovol
ziprl,aziprl
bouzole,bluzole
alzirpn,alziron
camyo,camto
axetro,acetro
kcet,akcet
clavki,clavking
bibonsse,bibonase
cospx,cosox
amikreeb,amikreen
amoant,ampant
aaiwo,aaiso
citlpp,citlop
beniguz,benibuz
akbrim,albrim
aqsuxten,aqsusten
ztalo,atalo
aolitoflox,allitoflox
cwrnisurge,carnisurge
cpavico,clavico
bactwqr,bactwar
ceftaiz,ceftariz
alcigard,alcibard
albofr,albofer
czeor,cezor
apsoni,apsonim
cefitg,cefity
acoiit,acokit
colcfree,coldfree
ceoerm,ceoderm
divadee,divaxee
lamolin,lanolin
coxazi,cosazi
admirine,admitine
wspram,aspram
ascodasse,ascodase
cherite,cheritech
ceeona,cerona
cowuet,coquet
cuffkt,cuffit
ancoib,ancoxib
coufkst,coufist
ceflokore,ceflomore
vamco,camco
albels,albela
anirestt,anirest
cefgrix,ceftrix
dupsx,dupax
colexevelam,colesevelam
hactsalic,bactsalic
clomasis,colmasis
ijet,azijet
dlavumox,clavumox
arvizole,carvizole
azirrem,azirem
bwtriz,batriz
antibbin,antibin
azazone,azaxone
cecwell,cefwell
dapces,dapcea
bpllosar,bplosar
adenac,acenac
fulvesrant,fulvestrant
cegriplus,cetriplus
aeipdox,aripdox
clinmid,clinmide
xlosil,closil
clijdum,clindum
cyoniche,cytoniche
cenyra,centra
citrkof,citrikof
abtior,abitor
adehope,acehope
bledort,blecort
chhoice,choice
less,coless
atartid,atartis
beel,beelet
haclonol,baclonol
akuutim,akutim
bruoar,brular
ccefantral,cefantral
fefdox,cefdox
corvadi,corvadil
arecure,afecure
cedaroz,cefaroz
antiha,antiba
zurox,aurox
adenad,adenac
cannerc,cannerv
axijox,aximox
ccolpan,colpan
ckstaz,cistaz
vjoy,bjoy
asssrt,assert
cefecan,cefscan
brosnem,brodnem
ciremoist,curemoist
ammitor,amitor
bpade,bpace
zvudox,avudox
cipbct,cipbact
crfivoiz,cefivoiz
laersol,alersol
ckvdex,civdex
szawan,azawan
citelc,citelec
methomazole,methimazole
atorivaas,atorivas
bnedinex,bendinex
ssodoxime,asodoxime
azincur,azincure
dpiroex,diproex
anoztel,anzotel
cildiwrt,cildiart
akocin,amkocin
flhconazole,fluconazole
bkadospas,bladospas
xortate,cortate
bepadin,beladin
caxoam,caxpam
breex,breez
bular,bularid
azuc,asuc
amypdess,amypress
fzpam,czpam
aikfokast,aimfokast
actlun,actlin
qvospas,avospas
cefisir,cefisid
cefroit,cefrohit
colfhietob,colchietob
akvitis,akuvitis
cadbowel,carbowel
cifiggold,cifigold
adrxe,adrex
cefmed,cefamed
alfaatat,alfastat
cero,creo
articlo,articlor
apfopride,apropride
climi,clinmi
anien,anifen
baloc,balocad
obaba,arobaba
abirakasg,abirakast
ciipquin,cipiquin
cefgill,cefgil
carmazkle,carmazole
cefilgen,cefiglen
azoroc,azoric
cehmcox,chemcox
glucosqmine,glucosamine
fonfree,confree
biokab,biomab
sdnil,adnil
cclotax,clotax
asruyen,asrugen
carboxymetbylcellulose,carboxymethylcellulose
atogole,atogold
azirssp,aziresp
apday,alday
alfasteirl,alfasteril
mekitracen,melitracen
azicl,azicul
auctieoz,auctiroz
brojflam,bromflam
cstra,cetra
aprkset,apriset
btossil,brossil
allerflt,allerfly
defxa,defza
axetaj,axetam
arciither,arcither
cyproysp,cyprosyp
cwrdika,cardika
avihactam,avibactam
bioaiz,bioazi
betsunste,betsunate
lisjnopril,lisinopril
azinact,azibact
caogline,camogline
citlw,citla
metrexed,pemetrexed
clavoteip,clavotrip
grivup,brivup
bearox,betarox
ambpse,ambose
azfiix,azifix
blappanto,blapanto
rainy,brainy
ccoltos,coltos
anktra,anitra
netulmicin,netilmicin
aroakst,arokast
isavuconazooe,isavuconazole
acwfine,acefine
combizo,combizol
cqzon,cazon
eepout,depout
efrohit,cefrohit
cidtam,cictam
cyxlol,cyclol
cpmbivir,combivir
bronol,bromol
cuxoost,cuxost
adddclav,addclav
aanical,anical
bestocij,bestocin
baarkeit,barkeit
bxoter,boxter
bsctopime,bactopime
formoetrol,formoterol
axvilda,acvilda
axnc,axbc
ffluoxetine,fluoxetine
cabmab,canmab
asicip,azicip
benflod,benflox
shmol,arshmol
cefju,cefnu
cyoacal,cypacal
dyfiea,dyfira
ajotech,amotech
cefuroxt,cefuroxy
amivat,amivay
vureluly,cureluly
auroded,aurodec
aspidil,aspidol
aqauril,aquaril
cetrkfed,cetrifed
duflik,cuflik
alred,apred
acupta,acupat
anxiool,anxicool
wdcil,adcil
cauricef,caudicef
brotucx,brotuxx
clopviob,clopvion
dgmag,cgmag
cuarisafe,charisafe
anipride,ancipride
coetin,cortin
aarhether,aarbether
cecelja,cecelia
adipant,acipant
allutophyline,allitophyline
bulife,bulide
cegponek,cefponek
esgramustine,estramustine
aanofin,anofin
dasleia,daslemia
brjvanext,brivanext
cefuroci,cefurock
gulobuterol,tulobuterol
candicuul,candicul
clindagit,clindahit
bksoder,bisoder
cofmad,cofmac
ajcin,aicin
cisolan,cisplan
auxiclv,auxiclav
selexipwg,selexipag
azrise,azyrise
cevist,cefist
cloacee,cloace
azsiat,azisat
cadlonee,cadlone
azieem,azirem
cnlx,cnpx
autin,autinea
confolx,conflox
efto,cefto
aliddrote,alidrote
abezib,abezin
aloixs,aloxis
covit,corvit
amikuure,amikure
balopsy,baclopsy
uastirox,austirox
cruxe,cruze
cloodiaz,clodiaz
loseg,amloseg
ceoom,ceom
aacrdase,aacedase
cclostop,clostop
arisfogyl,aristogyl
bbilin,bilin
cygowel,cytowel
cetoilde,cetolide
amcin,amycin
ciipradep,cipradep
fefogen,cefogen
rserpine,reserpine
dooil,doil
clofca,clofac
fezol,cezol
allkagel,alkagel
